audit_id,date,store_id,store_name,store_format,city,region,auditor_name,brand,product_name,sku_code,variant,size_ml,shelf_facings,total_shelf_facings,share_of_shelf_pct,shelf_level,shelf_position,in_stock,out_of_stock_duration_days,shelf_price,promo_price,on_promotion,display_type,planogram_compliant,competitor_brand,notes
AUD00520,2024-08-29,STR2500,Wellness Forever,Pharmacy,Kolkata,East,Neha Gupta,L'Oréal,L'Oréal Keratin Shampoo,L'O400KER18,Keratin,400,1,30,3.33,Eye Level,Right,True,0,638.9,,False,Standard Shelf,True,Pantene,
AUD00521,2024-11-23,STR2070,D-Mart,Hypermarket,Pune,West,Amit Singh,Rejoice,Rejoice Keratin Shampoo,REJ1000KER85,Keratin,1000,3,54,5.56,Eye Level,Right,True,0,211.28,,False,Free Standing Display,True,L'Oréal,
AUD00522,2024-09-12,STR1780,MedPlus,Pharmacy,Surat,West,Suresh Kumar,Dove,Dove Smoothing Shampoo,DOV1000SMO29,Smoothing,1000,1,39,2.56,Mid,Center-Right,True,0,393.01,,False,Clip Strip,True,Garnier,
AUD00523,2024-04-21,STR9230,Costco India,Wholesale,Ahmedabad,West,Amit Singh,Sunsilk,Sunsilk Charcoal Shampoo,SUN340CHA84,Charcoal,340,2,49,4.08,Top,Center-Right,True,0,428.55,384.8,True,Standard Shelf,True,TRESemmé,
AUD00524,2024-07-02,STR9137,Daily Needs,Convenience,Hyderabad,South,Vikram Rao,Dove,Dove Repair & Care Shampoo,DOV500REP98,Repair & Care,500,6,36,16.67,Mid,Center,True,0,302.94,255.94,True,Gondola End,True,L'Oréal,
AUD00525,2024-09-24,STR9767,Metro Cash & Carry,Wholesale,Jaipur,North,Anita Patel,Head & Shoulders,Head & Shoulders Repair & Care Shampoo,HEA700REP63,Repair & Care,700,5,20,25.0,Mid,Center-Right,True,0,90.24,,False,Standard Shelf,True,Clinic Plus,
AUD00526,2024-08-28,STR6844,More Supermarket,Supermarket,Pune,West,Amit Singh,Dove,Dove Volumizing Shampoo,DOV400VOL82,Volumizing,400,6,40,15.0,Eye Level,Left,True,0,382.14,,False,Free Standing Display,True,Rejoice,
AUD00527,2024-12-07,STR9371,Reliance Fresh Extra,Hypermarket,Kolkata,East,Rahul Verma,Pantene,Pantene Smoothing Shampoo,PAN400SMO86,Smoothing,400,4,31,12.9,Bottom,Center-Right,True,0,214.0,,False,Gondola End,True,Head & Shoulders,
AUD00528,2024-06-18,STR8496,Costco India,Wholesale,Pune,West,Rahul Verma,Pantene,Pantene Charcoal Shampoo,PAN340CHA58,Charcoal,340,1,52,1.92,Bottom,Center-Right,False,3,485.92,,False,Gondola End,True,Dove,
AUD00529,2024-05-21,STR7218,QuickMart,Convenience,Jaipur,North,Divya Nair,Pantene,Pantene Strengthening Shampoo,PAN400STR81,Strengthening,400,6,43,13.95,Eye Level,Right,True,0,107.2,,False,Standard Shelf,True,Rejoice,
AUD00530,2024-10-20,STR1861,Reliance Fresh Extra,Hypermarket,Pune,West,Vikram Rao,TRESemmé,TRESemmé Keratin Shampoo,TRE200KER42,Keratin,200,5,49,10.2,Bottom,Center-Right,True,0,351.91,,False,Standard Shelf,True,Head & Shoulders,
AUD00531,2024-02-08,STR6125,Frank Ross,Pharmacy,Kolkata,East,Divya Nair,L'Oréal,L'Oréal Smoothing Shampoo,L'O1000SMO17,Smoothing,1000,5,27,18.52,Bottom,Right,True,0,258.14,,False,Standard Shelf,True,Garnier,
AUD00532,2024-12-05,STR8709,Frank Ross,Pharmacy,Hyderabad,South,Anita Patel,Head & Shoulders,Head & Shoulders Keratin Shampoo,HEA200KER47,Keratin,200,8,33,24.24,Bottom,Center-Left,True,0,336.19,,False,Standard Shelf,True,Clinic Plus,
AUD00533,2024-09-14,STR2726,D-Mart,Hypermarket,Jaipur,North,Amit Singh,TRESemmé,TRESemmé Volumizing Shampoo,TRE1000VOL63,Volumizing,1000,6,50,12.0,Mid,Center-Right,True,0,529.92,458.29,True,End Cap,True,Herbal Essences,
AUD00534,2024-11-22,STR4371,Reliance Fresh,Supermarket,Chennai,South,Suresh Kumar,Head & Shoulders,Head & Shoulders Strengthening Shampoo,HEA200STR37,Strengthening,200,3,33,9.09,Top,Center-Left,True,0,307.79,265.4,True,Clip Strip,False,Dove,
AUD00535,2024-09-10,STR7960,More Supermarket,Supermarket,Bangalore,South,Neha Gupta,Clinic Plus,Clinic Plus Charcoal Shampoo,CLI200CHA44,Charcoal,200,1,46,2.17,Mid,Center,True,0,191.26,,False,Free Standing Display,True,Sunsilk,
AUD00536,2024-12-24,STR4487,WholesaleMart,Wholesale,Pune,West,Amit Singh,Garnier,Garnier Smoothing Shampoo,GAR400SMO75,Smoothing,400,2,59,3.39,Eye Level,Right,True,0,463.42,,False,End Cap,True,Dove,
AUD00537,2024-08-07,STR5669,BigBazaar,Hypermarket,Pune,West,Anita Patel,Clinic Plus,Clinic Plus Moisturizing Shampoo,CLI340MOI77,Moisturizing,340,4,20,20.0,Bottom,Center,True,0,384.77,,False,Free Standing Display,True,Herbal Essences,
AUD00538,2024-10-22,STR1842,In & Out,Convenience,Delhi,North,Amit Singh,Sunsilk,Sunsilk Repair & Care Shampoo,SUN500REP94,Repair & Care,500,7,51,13.73,Top,Right,True,0,274.65,260.38,True,End Cap,True,Rejoice,
AUD00539,2024-05-10,STR2483,Metro Cash & Carry,Wholesale,Mumbai,West,Neha Gupta,L'Oréal,L'Oréal Argan Oil Shampoo,L'O400ARG65,Argan Oil,400,5,26,19.23,Mid,Center-Left,True,0,541.65,,False,Standard Shelf,True,Head & Shoulders,
AUD00540,2024-03-01,STR6386,Booker,Wholesale,Hyderabad,South,Neha Gupta,Head & Shoulders,Head & Shoulders Anti-Dandruff Shampoo,HEA340ANT56,Anti-Dandruff,340,1,38,2.63,Mid,Left,True,0,484.88,,False,Standard Shelf,True,TRESemmé,
AUD00541,2024-07-10,STR5900,Reliance Fresh,Supermarket,Pune,West,Vikram Rao,Dove,Dove Smoothing Shampoo,DOV1000SMO82,Smoothing,1000,1,42,2.38,Top,Center-Left,True,0,364.79,,False,Free Standing Display,False,Sunsilk,
AUD00542,2024-10-04,STR4653,7-Eleven,Convenience,Chennai,South,Suresh Kumar,Sunsilk,Sunsilk Keratin Shampoo,SUN200KER46,Keratin,200,8,58,13.79,Eye Level,Center-Right,False,4,460.38,386.13,True,Free Standing Display,True,TRESemmé,
AUD00543,2024-03-13,STR6192,Nature's Basket,Supermarket,Bangalore,South,Priya Sharma,Pantene,Pantene Anti-Dandruff Shampoo,PAN700ANT10,Anti-Dandruff,700,1,52,1.92,Bottom,Right,False,10,600.74,,False,Clip Strip,True,Dove,
AUD00544,2024-05-01,STR7774,Booker,Wholesale,Pune,West,Anita Patel,Dove,Dove Repair & Care Shampoo,DOV340REP10,Repair & Care,340,5,42,11.9,Bottom,Right,True,0,614.77,,False,End Cap,True,L'Oréal,
AUD00545,2024-02-22,STR6085,BigBazaar,Hypermarket,Jaipur,North,Suresh Kumar,Pantene,Pantene Strengthening Shampoo,PAN700STR15,Strengthening,700,4,59,6.78,Mid,Center-Right,True,0,185.43,,False,Gondola End,True,Rejoice,
AUD00546,2024-09-08,STR6399,MedPlus,Pharmacy,Kolkata,East,Divya Nair,Head & Shoulders,Head & Shoulders Argan Oil Shampoo,HEA1000ARG28,Argan Oil,1000,4,25,16.0,Mid,Center-Left,True,0,329.28,271.64,True,Standard Shelf,True,Herbal Essences,
AUD00547,2024-05-06,STR3034,Apollo Pharmacy,Pharmacy,Chennai,South,Neha Gupta,Pantene,Pantene Color Protect Shampoo,PAN400COL14,Color Protect,400,4,29,13.79,Eye Level,Center-Right,True,0,413.66,,False,End Cap,False,Head & Shoulders,
AUD00548,2024-04-10,STR7162,QuickMart,Convenience,Kolkata,East,Neha Gupta,Garnier,Garnier Color Protect Shampoo,GAR400COL92,Color Protect,400,2,55,3.64,Mid,Center,True,0,616.37,,False,Clip Strip,True,Clinic Plus,
AUD00549,2024-09-03,STR1414,7-Eleven,Convenience,Surat,West,Divya Nair,Pantene,Pantene Strengthening Shampoo,PAN340STR57,Strengthening,340,4,57,7.02,Bottom,Center-Left,True,0,259.53,,False,Standard Shelf,True,TRESemmé,
AUD00550,2024-11-07,STR9773,7-Eleven,Convenience,Jaipur,North,Neha Gupta,Rejoice,Rejoice Moisturizing Shampoo,REJ340MOI99,Moisturizing,340,6,34,17.65,Top,Right,True,0,572.73,,False,Standard Shelf,True,Herbal Essences,
AUD00551,2024-02-27,STR3497,D-Mart,Hypermarket,Kolkata,East,Anita Patel,Pantene,Pantene Repair & Care Shampoo,PAN500REP59,Repair & Care,500,8,23,34.78,Eye Level,Center,True,0,245.61,,False,Standard Shelf,True,Garnier,
AUD00552,2024-01-08,STR9431,HyperCity,Hypermarket,Mumbai,West,Divya Nair,Sunsilk,Sunsilk Volumizing Shampoo,SUN340VOL26,Volumizing,340,2,24,8.33,Eye Level,Right,True,0,581.5,,False,Clip Strip,True,Rejoice,
AUD00553,2024-03-03,STR6085,Frank Ross,Pharmacy,Mumbai,West,Vikram Rao,Rejoice,Rejoice Strengthening Shampoo,REJ200STR20,Strengthening,200,1,20,5.0,Eye Level,Center,False,10,257.9,211.72,True,End Cap,True,Herbal Essences,
AUD00554,2024-12-20,STR5560,More Supermarket,Supermarket,Kolkata,East,Neha Gupta,Pantene,Pantene Repair & Care Shampoo,PAN400REP99,Repair & Care,400,2,30,6.67,Bottom,Left,True,0,262.73,,False,Gondola End,True,Clinic Plus,
AUD00555,2024-02-14,STR3229,Wellness Forever,Pharmacy,Surat,West,Divya Nair,Head & Shoulders,Head & Shoulders Color Protect Shampoo,HEA200COL81,Color Protect,200,7,26,26.92,Bottom,Left,True,0,133.6,,False,Clip Strip,True,L'Oréal,
AUD00556,2024-01-14,STR1610,D-Mart,Hypermarket,Mumbai,West,Rahul Verma,Sunsilk,Sunsilk Color Protect Shampoo,SUN1000COL27,Color Protect,1000,8,54,14.81,Bottom,Left,True,0,109.74,,False,Clip Strip,True,Garnier,
AUD00557,2024-03-20,STR6618,HyperCity,Hypermarket,Hyderabad,South,Anita Patel,L'Oréal,L'Oréal Repair & Care Shampoo,L'O400REP56,Repair & Care,400,6,30,20.0,Top,Right,True,0,162.63,,False,Standard Shelf,True,Herbal Essences,
AUD00558,2024-06-17,STR6148,Wellness Forever,Pharmacy,Mumbai,West,Divya Nair,L'Oréal,L'Oréal Argan Oil Shampoo,L'O340ARG96,Argan Oil,340,7,34,20.59,Top,Center,True,0,458.6,,False,Gondola End,True,Dove,
AUD00559,2024-09-20,STR2215,More Supermarket,Supermarket,Mumbai,West,Anita Patel,Rejoice,Rejoice Volumizing Shampoo,REJ200VOL48,Volumizing,200,3,39,7.69,Mid,Center-Right,True,0,211.01,,False,Gondola End,True,Head & Shoulders,
AUD00560,2024-06-03,STR2703,Costco India,Wholesale,Mumbai,West,Rahul Verma,Garnier,Garnier Keratin Shampoo,GAR200KER82,Keratin,200,3,23,13.04,Bottom,Center-Right,False,5,441.33,,False,Clip Strip,False,Herbal Essences,
AUD00561,2024-05-13,STR8230,HyperCity,Hypermarket,Kolkata,East,Neha Gupta,Head & Shoulders,Head & Shoulders Argan Oil Shampoo,HEA1000ARG94,Argan Oil,1000,1,47,2.13,Mid,Center,True,0,318.27,,False,Free Standing Display,True,Dove,
AUD00562,2024-06-22,STR4445,More Supermarket,Supermarket,Pune,West,Anita Patel,Head & Shoulders,Head & Shoulders Keratin Shampoo,HEA200KER17,Keratin,200,6,46,13.04,Eye Level,Left,True,0,190.85,,False,Free Standing Display,True,Herbal Essences,
AUD00563,2024-02-02,STR1015,Spencer's,Supermarket,Jaipur,North,Rahul Verma,Clinic Plus,Clinic Plus Repair & Care Shampoo,CLI500REP79,Repair & Care,500,2,49,4.08,Mid,Right,True,0,476.65,,False,Standard Shelf,True,Sunsilk,
AUD00564,2024-04-18,STR4525,Wellness Forever,Pharmacy,Surat,West,Amit Singh,L'Oréal,L'Oréal Argan Oil Shampoo,L'O200ARG38,Argan Oil,200,6,20,30.0,Bottom,Center-Left,True,0,375.16,,False,Clip Strip,True,TRESemmé,
AUD00565,2024-10-21,STR4269,Reliance Fresh Extra,Hypermarket,Delhi,North,Divya Nair,Herbal Essences,Herbal Essences Keratin Shampoo,HER700KER92,Keratin,700,3,20,15.0,Bottom,Left,True,0,629.89,536.96,True,Gondola End,True,Dove,
AUD00566,2024-06-09,STR5922,Spencer's,Supermarket,Chennai,South,Amit Singh,L'Oréal,L'Oréal Charcoal Shampoo,L'O400CHA68,Charcoal,400,8,22,36.36,Bottom,Center-Left,True,0,445.13,,False,Free Standing Display,True,Dove,
AUD00567,2024-05-23,STR2119,QuickMart,Convenience,Surat,West,Suresh Kumar,Clinic Plus,Clinic Plus Charcoal Shampoo,CLI400CHA80,Charcoal,400,2,53,3.77,Mid,Left,True,0,191.84,160.3,True,Standard Shelf,True,Sunsilk,
AUD00568,2024-04-09,STR8405,HyperCity,Hypermarket,Jaipur,North,Rahul Verma,Clinic Plus,Clinic Plus Anti-Dandruff Shampoo,CLI400ANT63,Anti-Dandruff,400,5,26,19.23,Bottom,Center-Right,False,9,275.57,,False,End Cap,True,Sunsilk,
AUD00569,2024-09-17,STR6311,HyperCity,Hypermarket,Mumbai,West,Neha Gupta,TRESemmé,TRESemmé Volumizing Shampoo,TRE500VOL57,Volumizing,500,3,40,7.5,Eye Level,Center-Left,True,0,439.43,407.96,True,End Cap,True,Clinic Plus,
AUD00570,2024-04-11,STR1367,HyperCity,Hypermarket,Mumbai,West,Rahul Verma,Dove,Dove Argan Oil Shampoo,DOV340ARG81,Argan Oil,340,5,32,15.62,Bottom,Center-Left,True,0,397.64,,False,End Cap,True,L'Oréal,
AUD00571,2024-11-04,STR5221,MedPlus,Pharmacy,Pune,West,Neha Gupta,Clinic Plus,Clinic Plus Charcoal Shampoo,CLI400CHA65,Charcoal,400,3,49,6.12,Bottom,Center,True,0,451.44,374.06,True,Free Standing Display,True,Herbal Essences,
AUD00572,2024-01-12,STR5722,In & Out,Convenience,Chennai,South,Suresh Kumar,L'Oréal,L'Oréal Volumizing Shampoo,L'O1000VOL66,Volumizing,1000,4,60,6.67,Top,Center-Right,True,0,452.74,,False,Standard Shelf,False,Sunsilk,
AUD00573,2024-07-21,STR6969,D-Mart,Hypermarket,Chennai,South,Rahul Verma,Sunsilk,Sunsilk Volumizing Shampoo,SUN340VOL50,Volumizing,340,7,52,13.46,Eye Level,Left,True,0,321.66,,False,Clip Strip,True,Clinic Plus,
AUD00574,2024-04-15,STR5312,QuickMart,Convenience,Pune,West,Suresh Kumar,Garnier,Garnier Repair & Care Shampoo,GAR340REP21,Repair & Care,340,1,43,2.33,Bottom,Left,True,0,136.15,,False,Free Standing Display,True,Head & Shoulders,
AUD00575,2024-03-16,STR6739,Costco India,Wholesale,Ahmedabad,West,Priya Sharma,TRESemmé,TRESemmé Color Protect Shampoo,TRE500COL98,Color Protect,500,5,54,9.26,Mid,Left,True,0,163.16,152.54,True,Standard Shelf,False,Herbal Essences,
AUD00576,2024-03-22,STR5620,HyperCity,Hypermarket,Delhi,North,Divya Nair,Head & Shoulders,Head & Shoulders Repair & Care Shampoo,HEA700REP58,Repair & Care,700,2,31,6.45,Eye Level,Left,True,0,163.07,149.61,True,Clip Strip,True,Rejoice,
AUD00577,2024-11-17,STR3538,Nature's Basket,Supermarket,Pune,West,Vikram Rao,Rejoice,Rejoice Argan Oil Shampoo,REJ340ARG73,Argan Oil,340,4,36,11.11,Mid,Center,True,0,354.88,326.96,True,Standard Shelf,True,Dove,
AUD00578,2024-02-14,STR1348,Daily Needs,Convenience,Chennai,South,Vikram Rao,L'Oréal,L'Oréal Color Protect Shampoo,L'O400COL17,Color Protect,400,3,55,5.45,Bottom,Center-Right,True,0,441.98,,False,Standard Shelf,True,Dove,
AUD00579,2024-01-17,STR2066,Nature's Basket,Supermarket,Kolkata,East,Priya Sharma,Pantene,Pantene Anti-Dandruff Shampoo,PAN1000ANT61,Anti-Dandruff,1000,8,42,19.05,Mid,Center,True,0,418.29,,False,End Cap,True,Sunsilk,
AUD00580,2024-01-24,STR9086,D-Mart,Hypermarket,Hyderabad,South,Rahul Verma,Garnier,Garnier Volumizing Shampoo,GAR500VOL50,Volumizing,500,2,36,5.56,Bottom,Center-Left,True,0,113.22,98.99,True,Standard Shelf,True,Pantene,
AUD00581,2024-03-03,STR8651,Reliance Fresh,Supermarket,Pune,West,Neha Gupta,Clinic Plus,Clinic Plus Strengthening Shampoo,CLI200STR37,Strengthening,200,4,30,13.33,Eye Level,Center-Right,True,0,439.43,,False,Standard Shelf,True,Herbal Essences,
AUD00582,2024-05-29,STR8501,Apollo Pharmacy,Pharmacy,Jaipur,North,Vikram Rao,Garnier,Garnier Repair & Care Shampoo,GAR1000REP40,Repair & Care,1000,1,44,2.27,Mid,Right,True,0,601.64,,False,Gondola End,True,Sunsilk,
AUD00583,2024-06-24,STR3016,Spencer's,Supermarket,Hyderabad,South,Amit Singh,L'Oréal,L'Oréal Repair & Care Shampoo,L'O200REP53,Repair & Care,200,1,58,1.72,Top,Right,True,0,176.41,,False,Free Standing Display,True,Sunsilk,
AUD00584,2024-10-06,STR5011,7-Eleven,Convenience,Delhi,North,Suresh Kumar,Head & Shoulders,Head & Shoulders Color Protect Shampoo,HEA340COL53,Color Protect,340,2,30,6.67,Mid,Center,False,5,512.3,,False,Standard Shelf,True,L'Oréal,
AUD00585,2024-07-19,STR9115,In & Out,Convenience,Jaipur,North,Vikram Rao,TRESemmé,TRESemmé Repair & Care Shampoo,TRE400REP65,Repair & Care,400,6,20,30.0,Eye Level,Center-Right,True,0,276.35,,False,Free Standing Display,True,Dove,
AUD00586,2024-10-11,STR7857,Nature's Basket,Supermarket,Mumbai,West,Vikram Rao,Pantene,Pantene Repair & Care Shampoo,PAN700REP78,Repair & Care,700,6,46,13.04,Top,Right,True,0,363.89,294.15,True,Standard Shelf,True,L'Oréal,
AUD00587,2024-01-04,STR6097,BigBazaar,Hypermarket,Kolkata,East,Neha Gupta,Sunsilk,Sunsilk Smoothing Shampoo,SUN200SMO87,Smoothing,200,7,46,15.22,Eye Level,Center-Left,True,0,339.96,312.24,True,Free Standing Display,True,Clinic Plus,
AUD00588,2024-11-02,STR1650,Frank Ross,Pharmacy,Kolkata,East,Amit Singh,Pantene,Pantene Color Protect Shampoo,PAN700COL47,Color Protect,700,5,35,14.29,Top,Center,True,0,125.57,,False,Gondola End,True,Head & Shoulders,
AUD00589,2024-08-07,STR4603,D-Mart,Hypermarket,Delhi,North,Divya Nair,Pantene,Pantene Volumizing Shampoo,PAN400VOL70,Volumizing,400,5,59,8.47,Top,Center,True,0,259.16,,False,End Cap,True,TRESemmé,
AUD00590,2024-01-11,STR9898,Apollo Pharmacy,Pharmacy,Ahmedabad,West,Rahul Verma,Head & Shoulders,Head & Shoulders Strengthening Shampoo,HEA400STR97,Strengthening,400,8,31,25.81,Mid,Center-Left,True,0,324.42,,False,Standard Shelf,True,Garnier,
AUD00591,2024-07-27,STR5928,Spencer's,Supermarket,Delhi,North,Anita Patel,Sunsilk,Sunsilk Charcoal Shampoo,SUN200CHA80,Charcoal,200,5,32,15.62,Bottom,Right,True,0,548.5,492.04,True,Free Standing Display,False,Pantene,
AUD00592,2024-12-30,STR4908,Reliance Fresh,Supermarket,Kolkata,East,Amit Singh,Garnier,Garnier Moisturizing Shampoo,GAR700MOI64,Moisturizing,700,6,55,10.91,Top,Center-Right,True,0,142.09,130.77,True,Clip Strip,True,Pantene,
AUD00593,2024-01-31,STR3626,Costco India,Wholesale,Kolkata,East,Priya Sharma,Herbal Essences,Herbal Essences Smoothing Shampoo,HER500SMO75,Smoothing,500,7,24,29.17,Eye Level,Left,True,0,492.75,,False,Standard Shelf,False,Rejoice,
AUD00594,2024-09-28,STR8960,QuickMart,Convenience,Kolkata,East,Divya Nair,Herbal Essences,Herbal Essences Anti-Dandruff Shampoo,HER340ANT35,Anti-Dandruff,340,2,46,4.35,Mid,Center-Left,False,6,114.24,,False,Standard Shelf,True,Sunsilk,
AUD00595,2024-10-18,STR6253,WholesaleMart,Wholesale,Pune,West,Divya Nair,Pantene,Pantene Anti-Dandruff Shampoo,PAN200ANT86,Anti-Dandruff,200,5,56,8.93,Bottom,Left,False,14,124.45,,False,Gondola End,False,L'Oréal,
AUD00596,2024-04-21,STR6957,D-Mart,Hypermarket,Chennai,South,Suresh Kumar,Clinic Plus,Clinic Plus Volumizing Shampoo,CLI200VOL16,Volumizing,200,3,41,7.32,Eye Level,Center-Left,True,0,312.89,256.78,True,Clip Strip,True,Rejoice,
AUD00597,2024-01-31,STR7279,7-Eleven,Convenience,Surat,West,Suresh Kumar,L'Oréal,L'Oréal Color Protect Shampoo,L'O400COL27,Color Protect,400,1,48,2.08,Top,Right,True,0,384.56,,False,Free Standing Display,False,Sunsilk,
AUD00598,2024-01-18,STR3216,Reliance Fresh Extra,Hypermarket,Surat,West,Anita Patel,Dove,Dove Volumizing Shampoo,DOV700VOL90,Volumizing,700,8,48,16.67,Top,Center,True,0,214.09,,False,Clip Strip,True,Herbal Essences,
AUD00599,2024-09-15,STR2007,QuickMart,Convenience,Jaipur,North,Priya Sharma,Head & Shoulders,Head & Shoulders Moisturizing Shampoo,HEA1000MOI42,Moisturizing,1000,4,21,19.05,Eye Level,Left,True,0,549.12,514.09,True,Free Standing Display,True,Sunsilk,
AUD00600,2024-12-09,STR2962,Spencer's,Supermarket,Delhi,North,Amit Singh,Head & Shoulders,Head & Shoulders Smoothing Shampoo,HEA340SMO87,Smoothing,340,8,35,22.86,Eye Level,Center-Right,True,0,123.45,,False,Gondola End,True,Pantene,
AUD00601,2024-02-24,STR2972,MedPlus,Pharmacy,Hyderabad,South,Priya Sharma,Dove,Dove Moisturizing Shampoo,DOV200MOI91,Moisturizing,200,2,20,10.0,Eye Level,Center-Left,True,0,98.81,,False,Free Standing Display,True,Sunsilk,
AUD00602,2024-01-18,STR2368,7-Eleven,Convenience,Pune,West,Rahul Verma,TRESemmé,TRESemmé Volumizing Shampoo,TRE340VOL32,Volumizing,340,3,37,8.11,Eye Level,Center-Right,True,0,90.52,,False,End Cap,True,Garnier,
AUD00603,2024-01-04,STR4155,Booker,Wholesale,Pune,West,Suresh Kumar,Sunsilk,Sunsilk Charcoal Shampoo,SUN500CHA47,Charcoal,500,5,22,22.73,Mid,Right,True,0,179.18,152.1,True,Gondola End,True,Pantene,
AUD00604,2024-11-14,STR1598,7-Eleven,Convenience,Kolkata,East,Divya Nair,Garnier,Garnier Argan Oil Shampoo,GAR500ARG93,Argan Oil,500,1,32,3.12,Bottom,Center-Right,False,14,282.82,,False,Standard Shelf,False,Clinic Plus,
AUD00605,2024-09-20,STR8594,Apollo Pharmacy,Pharmacy,Jaipur,North,Priya Sharma,Head & Shoulders,Head & Shoulders Argan Oil Shampoo,HEA500ARG76,Argan Oil,500,1,30,3.33,Top,Left,True,0,441.64,,False,End Cap,True,Sunsilk,
AUD00606,2024-08-22,STR1260,Frank Ross,Pharmacy,Ahmedabad,West,Neha Gupta,Head & Shoulders,Head & Shoulders Anti-Dandruff Shampoo,HEA400ANT42,Anti-Dandruff,400,8,42,19.05,Bottom,Right,False,13,538.65,,False,Free Standing Display,True,Dove,
AUD00607,2024-11-10,STR1369,In & Out,Convenience,Pune,West,Divya Nair,Head & Shoulders,Head & Shoulders Smoothing Shampoo,HEA400SMO81,Smoothing,400,2,44,4.55,Mid,Right,True,0,642.44,560.42,True,Standard Shelf,True,Dove,
AUD00608,2024-12-01,STR6098,MedPlus,Pharmacy,Bangalore,South,Priya Sharma,Sunsilk,Sunsilk Smoothing Shampoo,SUN500SMO42,Smoothing,500,1,36,2.78,Bottom,Center-Left,True,0,142.0,,False,Standard Shelf,True,Dove,
AUD00609,2024-03-22,STR3170,Spencer's,Supermarket,Chennai,South,Anita Patel,Sunsilk,Sunsilk Argan Oil Shampoo,SUN400ARG32,Argan Oil,400,1,55,1.82,Bottom,Left,True,0,234.6,,False,Standard Shelf,True,Herbal Essences,
AUD00610,2024-07-09,STR1754,Daily Needs,Convenience,Kolkata,East,Anita Patel,Rejoice,Rejoice Repair & Care Shampoo,REJ340REP53,Repair & Care,340,2,41,4.88,Bottom,Left,True,0,237.86,219.11,True,Free Standing Display,False,Head & Shoulders,
AUD00611,2024-12-13,STR2603,Daily Needs,Convenience,Hyderabad,South,Rahul Verma,Head & Shoulders,Head & Shoulders Repair & Care Shampoo,HEA400REP58,Repair & Care,400,8,53,15.09,Bottom,Left,True,0,167.71,,False,End Cap,True,Pantene,
AUD00612,2024-05-17,STR9593,QuickMart,Convenience,Surat,West,Suresh Kumar,TRESemmé,TRESemmé Repair & Care Shampoo,TRE700REP90,Repair & Care,700,3,34,8.82,Top,Left,True,0,158.35,127.74,True,Free Standing Display,False,L'Oréal,
AUD00613,2024-01-22,STR6465,7-Eleven,Convenience,Chennai,South,Rahul Verma,Dove,Dove Argan Oil Shampoo,DOV1000ARG64,Argan Oil,1000,6,45,13.33,Eye Level,Center-Left,True,0,294.51,,False,Free Standing Display,True,Herbal Essences,
AUD00614,2024-04-07,STR4392,HyperCity,Hypermarket,Delhi,North,Divya Nair,TRESemmé,TRESemmé Moisturizing Shampoo,TRE1000MOI92,Moisturizing,1000,8,44,18.18,Bottom,Center,True,0,195.81,,False,Free Standing Display,True,Pantene,
AUD00615,2024-03-03,STR3388,Frank Ross,Pharmacy,Delhi,North,Vikram Rao,L'Oréal,L'Oréal Moisturizing Shampoo,L'O700MOI12,Moisturizing,700,1,46,2.17,Bottom,Center-Left,True,0,479.1,423.46,True,End Cap,False,Herbal Essences,
AUD00616,2024-03-03,STR7705,More Supermarket,Supermarket,Pune,West,Rahul Verma,Clinic Plus,Clinic Plus Argan Oil Shampoo,CLI1000ARG42,Argan Oil,1000,4,32,12.5,Top,Center,True,0,257.7,,False,Free Standing Display,True,Head & Shoulders,
AUD00617,2024-05-14,STR5657,BigBazaar,Hypermarket,Pune,West,Rahul Verma,Herbal Essences,Herbal Essences Smoothing Shampoo,HER340SMO97,Smoothing,340,6,54,11.11,Top,Center,True,0,630.12,,False,Free Standing Display,True,Garnier,
AUD00618,2024-11-12,STR1275,Reliance Fresh Extra,Hypermarket,Ahmedabad,West,Priya Sharma,L'Oréal,L'Oréal Strengthening Shampoo,L'O1000STR23,Strengthening,1000,7,35,20.0,Top,Center-Right,True,0,423.03,,False,Standard Shelf,False,Rejoice,
AUD00619,2024-08-05,STR3388,Reliance Fresh,Supermarket,Hyderabad,South,Amit Singh,Rejoice,Rejoice Color Protect Shampoo,REJ1000COL30,Color Protect,1000,8,42,19.05,Mid,Left,True,0,158.69,,False,End Cap,True,Dove,
AUD00620,2024-08-09,STR6571,D-Mart,Hypermarket,Ahmedabad,West,Rahul Verma,Garnier,Garnier Color Protect Shampoo,GAR340COL30,Color Protect,340,1,20,5.0,Eye Level,Right,True,0,495.32,415.74,True,Standard Shelf,True,Rejoice,
AUD00621,2024-12-16,STR6204,Booker,Wholesale,Surat,West,Neha Gupta,TRESemmé,TRESemmé Moisturizing Shampoo,TRE700MOI96,Moisturizing,700,4,21,19.05,Eye Level,Left,True,0,530.45,,False,Standard Shelf,True,Rejoice,
AUD00622,2024-07-18,STR5016,Wellness Forever,Pharmacy,Pune,West,Amit Singh,Clinic Plus,Clinic Plus Argan Oil Shampoo,CLI200ARG43,Argan Oil,200,5,35,14.29,Top,Center-Right,True,0,554.62,,False,Free Standing Display,True,Herbal Essences,
AUD00623,2024-04-06,STR6477,Spencer's,Supermarket,Hyderabad,South,Priya Sharma,Herbal Essences,Herbal Essences Argan Oil Shampoo,HER340ARG21,Argan Oil,340,7,30,23.33,Bottom,Left,True,0,322.18,,False,Gondola End,True,Pantene,
